Wavelength [nm],Relative Intensity [%]
400.0,0.0
400.0,0.09952056754572797
400.0,0.21402626271438066
400.0,0.24393969062277465
400.0,0.1485443913651749
400.0,0.0
400.0,0.0
400.0,0.0
400.0,0.1594160134757378
400.0,0.7460953823015857
401.3651877133106,1.4344705503042676
401.3651877133106,1.9747523389737964
401.3651877133106,2.2428421790858746
401.3651877133106,2.324784067384296
401.3651877133106,2.408128458478965
401.3651877133106,2.620632061457596
401.3651877133106,2.9576623557217654
401.3651877133106,3.3183063938922017
401.3651877133106,3.6001974315271497
401.3651877133106,3.764893571756249
401.3651877133106,3.801747368899662
401.3651877133106,3.650603117140921
401.3651877133106,3.2165098441617817
401.3651877133106,2.4847585982263194
401.3651877133106,1.5949187152613238
401.3651877133106,0.7621402814556667
401.3651877133106,0.1293671857357697
401.3651877133106,0.0
401.3651877133106,0.0
401.3651877133106,0.0
401.3651877133106,0.0
401.3651877133106,0.045009955979151875
402.73037542662115,0.8052476526053519
402.73037542662115,1.8951917129747309
402.73037542662115,3.172250874199334
402.73037542662115,4.361922432859815
402.73037542662115,5.182776183540142
402.73037542662115,5.497297480978343
402.73037542662115,5.3972383875674295
402.73037542662115,5.152347412830802
402.73037542662115,4.988741380616888
402.73037542662115,4.89153004865269
402.73037542662115,4.704916686089899
402.73037542662115,4.4155412979497575
402.73037542662115,4.212743882525127
402.73037542662115,4.261335334924123
402.73037542662115,4.534840374522646
402.73037542662115,4.898049622737954
402.73037542662115,5.233196108989753
402.73037542662115,5.449796055236785
402.73037542662115,5.467332998662679
402.73037542662115,5.238103195157899
402.73037542662115,4.762148227453542
402.73037542662115,4.104513911387579
402.73037542662115,3.439459631989658
402.73037542662115,3.0065488377631144
402.73037542662115,2.9206493745377626
402.73037542662115,3.0514538552701946
402.73037542662115,3.1668338476675357
402.73037542662115,3.1654488139629766
402.73037542662115,3.1265197429182128
402.73037542662115,3.2098461126443807
402.73037542662115,3.572155032938458
402.73037542662115,4.3122914229983556
402.73037542662115,5.377760776436942
404.09556313993176,6.5236204284033
404.09556313993176,7.452118665525874
404.09556313993176,8.020220684204064
404.09556313993176,8.286776752339895
404.09556313993176,8.402794657387815
404.09556313993176,8.510928949687308
404.09556313993176,8.720531878208638
404.09556313993176,9.099983258277012
404.09556313993176,9.621969385893381
404.09556313993176,10.127931732114874
404.09556313993176,10.427258232808493
404.09556313993176,10.463848588462684
404.09556313993176,10.32001336929479
404.09556313993176,10.005968480743569
404.09556313993176,9.318216507635626
404.09556313993176,8.02904404728288
404.09556313993176,6.227838491770052
404.09556313993176,4.37622580325492
404.09556313993176,2.98940210408657
404.09556313993176,2.31368602033937
404.09556313993176,2.3065810438208745
404.09556313993176,2.81169176720276
404.09556313993176,3.6554407975134517
404.09556313993176,4.626640339405235
404.09556313993176,5.513933205949828
404.09556313993176,6.227509172307396
404.09556313993176,6.8064025807483635
404.09556313993176,7.279055022882497
404.09556313993176,7.623486372596848
404.09556313993176,7.8738820292750855
404.09556313993176,8.120219621597577
404.09556313993176,8.348759459242913
404.09556313993176,8.393353742997695
404.09556313993176,8.150335103023409
404.09556313993176,7.823901269255595
404.09556313993176,7.847968270216485
404.09556313993176,8.49778866415508
405.4607508532423,9.605687674694039
405.4607508532423,10.692365994005309
405.4607508532423,11.354427833417576
405.4607508532423,11.51572788948415
405.4607508532423,11.363425168718349
405.4607508532423,11.12911328326503
405.4607508532423,10.964753342918582
405.4607508532423,10.977561156335954
405.4607508532423,11.284625156802981
405.4607508532423,11.964292720404448
405.4607508532423,12.934683193099424
405.4607508532423,13.87869804920464
405.4607508532423,14.331497888861453
405.4607508532423,13.958054217382642
405.4607508532423,12.836126199008312
405.4607508532423,11.424388322567024
405.4607508532423,10.17788992653378
405.4607508532423,9.23252882487144
405.4607508532423,8.496886639882408
405.4607508532423,7.923642671866904
405.4607508532423,7.5713327602057605
405.4607508532423,7.492795469228131
405.4607508532423,7.684769197546062
405.4607508532423,8.110897032960173
405.4607508532423,8.71583059082561
405.4607508532423,9.454946139338462
405.4607508532423,10.33350136146604
405.4607508532423,11.334860046748673
405.4607508532423,12.298328359886696
405.4607508532423,13.008168759678323
405.4607508532423,13.44762651087711
405.4607508532423,13.821518048141524
405.4607508532423,14.251711216723429
405.4607508532423,14.564879461665353
405.4607508532423,14.493054492164816
405.4607508532423,14.048018054614264
405.4607508532423,13.593784670268946
406.8259385665529,13.537699886565003
406.8259385665529,14.024179181252855
406.8259385665529,14.933740484209492
406.8259385665529,16.050449730065317
406.8259385665529,17.158804979085534
406.8259385665529,18.06811110575664
406.8259385665529,18.630772167111186
406.8259385665529,18.775758316825698
406.8259385665529,18.565163749568335
406.8259385665529,18.212847973816064
406.8259385665529,17.97003732270176
406.8259385665529,17.935448513389154
406.8259385665529,17.992376412924248
406.8259385665529,17.93749381298322
406.8259385665529,17.654133876993484
406.8259385665529,17.19705427144041
406.8259385665529,16.76342002398417
406.8259385665529,16.54193110522268
406.8259385665529,16.54033342941853
406.8259385665529,16.587281260686837
406.8259385665529,16.507855192596097
406.8259385665529,16.251106548335752
406.8259385665529,15.85192092432666
406.8259385665529,15.36430256819719
406.8259385665529,14.859320816066612
406.8259385665529,14.400990475498284
406.8259385665529,13.959442434115585
406.8259385665529,13.414076885763853
406.8259385665529,12.726353503540958
406.8259385665529,12.08521977507463
406.8259385665529,11.801545132789688
406.8259385665529,12.024296001203947
406.8259385665529,12.567821765257689
406.8259385665529,13.071522560203253
406.8259385665529,13.404537440112986
406.8259385665529,13.875289671075663
406.8259385665529,14.93218371914588
408.19112627986345,16.631508362714285
408.19112627986345,18.443279820401436
408.19112627986345,19.62178379391059
408.19112627986345,19.794164161609345
408.19112627986345,19.203224100277392
408.19112627986345,18.43067690548086
408.19112627986345,17.977325706808962
408.19112627986345,18.07832686616099
408.19112627986345,18.702030964539013
408.19112627986345,19.585062608809555
408.19112627986345,20.347001676308025
408.19112627986345,20.6726006439289
408.19112627986345,20.42277991169249
408.19112627986345,19.650961824528608
408.19112627986345,18.593401971358514
408.19112627986345,17.6081281323918
408.19112627986345,17.0369688513517
408.19112627986345,17.076740478363455
408.19112627986345,17.721028644527745
408.19112627986345,18.757443998232528
408.19112627986345,19.838137375750815
408.19112627986345,20.639524658869778
408.19112627986345,21.017019689979392
408.19112627986345,21.050989622180133
408.19112627986345,20.950597770242137
408.19112627986345,20.867550926452207
408.19112627986345,20.77198801280814
408.19112627986345,20.555274520438
408.19112627986345,20.2698825732494
408.19112627986345,20.178903186074574
408.19112627986345,20.492145465001865
408.19112627986345,21.11821878392667
408.19112627986345,21.78436036817214
408.19112627986345,22.35820344050644
408.19112627986345,22.943981244704005
408.19112627986345,23.67484029527322
409.55631399317406,24.52697383581899
409.55631399317406,25.35771154900668
409.55631399317406,26.0244711233441
409.55631399317406,26.449669559400117
409.55631399317406,26.669497321393553
409.55631399317406,26.812670490349905
409.55631399317406,26.94945319153772
409.55631399317406,27.010977343062454
409.55631399317406,26.924171788471398
409.55631399317406,26.735746203288187
409.55631399317406,26.522501420327238
409.55631399317406,26.254842783638168
409.55631399317406,25.80088484737707
409.55631399317406,25.02745253371736
409.55631399317406,23.938623481107133
409.55631399317406,22.777708170205223
409.55631399317406,21.92006097202869
409.55631399317406,21.579239937928126
409.55631399317406,21.64397450738522
409.55631399317406,21.80724216266189
409.55631399317406,21.8270391904203
409.55631399317406,21.68624153391549
409.55631399317406,21.544945529149608
409.55631399317406,21.544542148162435
409.55631399317406,21.660291394698227
409.55631399317406,21.74500898719158
409.55631399317406,21.687108047355572
409.55631399317406,21.51120580508957
409.55631399317406,21.356773571074957
409.55631399317406,21.388475034318606
409.55631399317406,21.702572424152624
409.55631399317406,22.289697116581973
409.55631399317406,23.09397560463235
409.55631399317406,24.069754570883617
409.55631399317406,25.101194051572616
409.55631399317406,25.896323347981237
410.92150170648466,26.10989239091347
410.92150170648466,25.648189891387783
410.92150170648466,24.80263682719644
410.92150170648466,24.028119145297673
410.92150170648466,23.614849133330726
410.92150170648466,23.580075843437236
410.92150170648466,23.791966197943868
410.92150170648466,24.126469332174533
410.92150170648466,24.536651392495994
410.92150170648466,25.056660573357586
410.92150170648466,25.771812349145122
410.92150170648466,26.736007277411233
410.92150170648466,27.851255507747368
410.92150170648466,28.83296381855869
410.92150170648466,29.376510433006576
410.92150170648466,29.42789557669507
410.92150170648466,29.278704027834223
410.92150170648466,29.344449913116495
410.92150170648466,29.819166681626335
410.92150170648466,30.535564414782012
410.92150170648466,31.13803885728909
410.92150170648466,31.34944897292306
410.92150170648466,31.089323571212407
410.92150170648466,30.448632849265966
410.92150170648466,29.651426887084387
410.92150170648466,29.003439494164724
410.92150170648466,28.74139629468454
410.92150170648466,28.879767934299426
410.92150170648466,29.22733109734671
410.92150170648466,29.53916996046581
410.92150170648466,29.637706536776825
410.92150170648466,29.485981441682373
410.92150170648466,29.262601267384746
410.92150170648466,29.343041353249514
410.92150170648466,30.042022864691198
410.92150170648466,31.28166728600296
412.2866894197952,32.59767797153813
412.2866894197952,33.53124245689055
412.2866894197952,33.93061074989052
412.2866894197952,33.87340813298748
412.2866894197952,33.48551116894067
412.2866894197952,32.898934025198635
412.2866894197952,32.22421937529031
412.2866894197952,31.507427569101733
412.2866894197952,30.79762858819986
412.2866894197952,30.212430219706356
412.2866894197952,29.846129465929653
412.2866894197952,29.677357031024858
412.2866894197952,29.61746574959677
412.2866894197952,29.567476623524257
412.2866894197952,29.444607877540452
412.2866894197952,29.30381210553043
412.2866894197952,29.425455880426338
412.2866894197952,30.11576854348426
412.2866894197952,31.361558341329644
412.2866894197952,32.722172213598874
412.2866894197952,33.58246019391582
412.2866894197952,33.57470444811692
412.2866894197952,32.8613043940898
412.2866894197952,32.02791285946638
412.2866894197952,31.641803502598513
412.2866894197952,31.86755395859624
412.2866894197952,32.460311246511765
412.2866894197952,33.04863658655736
412.2866894197952,33.40741578701918
412.2866894197952,33.53376058504302
412.2866894197952,33.53527357945148
412.2866894197952,33.46419040173885
412.2866894197952,33.286578648400095
412.2866894197952,33.021702166136656
412.2866894197952,32.84557348384766
412.2866894197952,32.97393804625415
413.6518771331058,33.459935690942736
413.6518771331058,34.149133965211085
413.6518771331058,34.816419946913925
413.6518771331058,35.31028352702914
413.6518771331058,35.5777051240529
413.6518771331058,35.58993090143939
413.6518771331058,35.31779375161209
413.6518771331058,34.83468552070811
413.6518771331058,34.37500189916072
413.6518771331058,34.17461393119003
413.6518771331058,34.2697743819288
413.6518771331058,34.504433698921844
413.6518771331058,34.681634304103106
413.6518771331058,34.68376566724519
413.6518771331058,34.52549727268527
413.6518771331058,34.31935810319591
413.6518771331058,34.149719629744496
413.6518771331058,33.99964660331479
413.6518771331058,33.851426788107055
413.6518771331058,33.83063677208657
413.6518771331058,34.18999731016047
413.6518771331058,35.10892100026338
413.6518771331058,36.487888078669286
413.6518771331058,37.95269887777163
413.6518771331058,39.09652564454005
413.6518771331058,39.70993680024496
413.6518771331058,39.79797573576503
413.6518771331058,39.491357412294775
413.6518771331058,39.00229653938429
413.6518771331058,38.55689250332678
413.6518771331058,38.27986983952688
413.6518771331058,38.201403872860226
413.6518771331058,38.36044069913234
413.6518771331058,38.76665624056572
413.6518771331058,39.25608060822409
413.6518771331058,39.53868701239294
413.6518771331058,39.4506158647662
415.01706484641636,39.118386062196016
415.01706484641636,38.87913458893491
415.01706484641636,39.035744735949116
415.01706484641636,39.62658494791804
415.01706484641636,40.37970261795182
415.01706484641636,40.925963126878635
415.01706484641636,41.086724729547804
415.01706484641636,40.95025423054747
415.01706484641636,40.71796898060635
415.01706484641636,40.55332844644494
415.01706484641636,40.53336423712943
415.01706484641636,40.630653933917074
415.01706484641636,40.74253345616984
415.01706484641636,40.82046158862257
415.01706484641636,40.92640870746248
415.01706484641636,41.079594477827605
415.01706484641636,41.13651971359293
415.01706484641636,40.94850610057617
415.01706484641636,40.584694359353804
415.01706484641636,40.315287174472815
415.01706484641636,40.40427337204031
415.01706484641636,40.938009142584
415.01706484641636,41.75254238379571
415.01706484641636,42.46931729923746
415.01706484641636,42.69611537589878
415.01706484641636,42.319394911993164
415.01706484641636,41.604965117065206
415.01706484641636,40.96198412554946
415.01706484641636,40.61973004464938
415.01706484641636,40.54160555950508
415.01706484641636,40.55068608384565
415.01706484641636,40.50196235594264
415.01706484641636,40.44142976158256
