Wavelength [nm],Relative Intensity [%]
537.4064837905237,0.8746355685131204
537.4064837905237,0.5830903790087517
537.4064837905237,0.29154518950437586
537.9052369077307,0.5830903790087517
537.9052369077307,0.8746355685131204
537.9052369077307,0.29154518950437586
538.4039900249377,0.5830903790087517
538.4039900249377,0.8746355685131204
538.4039900249377,0.29154518950437586
538.9027431421447,0.5830903790087517
538.9027431421447,0.8746355685131204
538.9027431421447,0.29154518950437586
539.4014962593516,0.8746355685131204
539.4014962593516,0.29154518950437586
539.4014962593516,0.5830903790087517
539.9002493765586,0.8746355685131204
539.9002493765586,0.5830903790087517
539.9002493765586,0.29154518950437586
540.3990024937656,0.29154518950437586
540.3990024937656,0.8746355685131204
540.3990024937656,0.5830903790087517
540.8977556109726,0.29154518950437586
540.8977556109726,0.8746355685131204
540.8977556109726,0.5830903790087517
541.3965087281796,0.5830903790087517
541.3965087281796,0.29154518950437586
541.3965087281796,0.8746355685131204
541.8952618453866,0.5830903790087517
541.8952618453866,0.29154518950437586
541.8952618453866,0.8746355685131204
542.3940149625935,0.5830903790087517
542.3940149625935,0.8746355685131204
542.3940149625935,0.29154518950437586
542.8927680798005,0.29154518950437586
542.8927680798005,0.5830903790087517
542.8927680798005,0.8746355685131204
543.3915211970075,0.5830903790087517
543.3915211970075,0.8746355685131204
543.3915211970075,0.29154518950437586
543.8902743142145,0.8746355685131204
543.8902743142145,0.5830903790087517
543.8902743142145,0.29154518950437586
544.3890274314215,0.29154518950437586
544.3890274314215,0.8746355685131204
544.3890274314215,0.5830903790087517
544.8877805486284,0.8746355685131204
544.8877805486284,0.29154518950437586
544.8877805486284,0.5830903790087517
545.3865336658354,0.29154518950437586
545.3865336658354,0.8746355685131204
545.3865336658354,0.5830903790087517
545.8852867830424,0.8746355685131204
545.8852867830424,0.5830903790087517
545.8852867830424,0.29154518950437586
546.3840399002494,0.5830903790087517
546.3840399002494,0.29154518950437586
546.3840399002494,0.8746355685131204
546.8827930174564,0.5830903790087517
546.8827930174564,0.29154518950437586
546.8827930174564,0.8746355685131204
547.3815461346634,0.5830903790087517
547.3815461346634,0.29154518950437586
547.3815461346634,0.8746355685131204
547.8802992518704,0.5830903790087517
547.8802992518704,0.29154518950437586
547.8802992518704,0.8746355685131204
548.3790523690773,0.8746355685131204
548.3790523690773,0.5830903790087517
548.3790523690773,0.29154518950437586
548.8778054862843,0.29154518950437586
548.8778054862843,0.5830903790087517
